spot_market.pubkey,spot_market.oracle,spot_market.mint,spot_market.vault,spot_market.initial_asset_weight,spot_market.maintenance_asset_weight,spot_market.initial_liability_weight,spot_market.maintenance_liability_weight,spot_market.imf_factor,spot_market.liquidator_fee,spot_market.if_liquidation_fee,spot_market.withdraw_guard_threshold,spot_market.total_spot_fee,spot_market.deposit_balance,spot_market.borrow_balance,spot_market.max_token_deposits,spot_market.deposit_token_twap,spot_market.borrow_token_twap,spot_market.utilization_twap,spot_market.cumulative_deposit_interest,spot_market.cumulative_borrow_interest,spot_market.last_interest_ts,spot_market.last_twap_ts,spot_market.expiry_ts,spot_market.order_step_size,spot_market.order_tick_size,spot_market.min_order_size,spot_market.max_position_size,spot_market.next_fill_record_id,spot_market.optimal_utilization,spot_market.optimal_borrow_rate,spot_market.max_borrow_rate,spot_market.market_index,spot_market.decimals,spot_market.oracle_source,spot_market.status,spot_market.asset_tier,spot_market.padding,spot_market.historical_oracle_data.last_oracle_price,spot_market.historical_oracle_data.last_oracle_conf,spot_market.historical_oracle_data.last_oracle_delay,spot_market.historical_oracle_data.last_oracle_price_twap,spot_market.historical_oracle_data.last_oracle_price_twap5min,spot_market.historical_oracle_data.last_oracle_price_twap_ts,spot_market.historical_oracle_data.last_index_bid_price,spot_market.historical_oracle_data.last_index_ask_price,spot_market.historical_oracle_data.last_index_price_twap,spot_market.historical_oracle_data.last_index_price_twap5min,spot_market.historical_oracle_data.last_index_price_twap_ts,market.pnl_pool.scaled_balance,market.pnl_pool.market_index,market.pnl_pool.padding
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"ListContainer: 
    0
    0
    0
    0
    0
    0"
H2UEbugHgfbw65x8YJ2ZtEKaySjJWwwVhSf99L1k5d9H,11111111111111111111111111111111,5NgjGhnhz718HASZvxHMMLS3Emvs76n3m6VQw2d8Pv6p,8QZ7gRNLkBBTz4qG7gAmZyBByPA8vMw5ezSaP6RDRVLd,10000.0,10000.0,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,7.0333847275715e+16,0.0,0.0,130217646051.0,0.0,0.0,10000000000.0,10000000000.0,1665603864.0,1665604025.0,0.0,100.0,10.0,100.0,0.0,1.0,500000.0,1000000.0,1000000.0,0.0,6.0,OracleSource.QuoteAsset(),MarketStatus.Active(),AssetTier.Collateral(),"ListContainer: 
    0
    0
    0
    0
    0
    0",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1.0,0.0,1000001.0,1.000001,1665604025.0,,,,,,,,
